year,asset,Ig,Kg,Kn,D,R,delta,z
1946,T,944430.8837273088,NA,15845.832865074533,944160.6899122184,NA,59.58416310153208,NA
1947,T,1038058.8579713271,NA,16370.9277236862,1037533.7631127154,NA,63.376601535633476,NA
1948,T,921813.3024981656,NA,16974.067150079416,921210.1630717724,NA,54.27162240650512,NA
1949,T,1054214.2731350008,NA,17439.59565975509,1053748.744625325,NA,60.4227738523224,NA
1950,T,973290.3299060535,641595.9693258913,18020.183479164425,972709.7420866442,NA,53.97890333421553,NA
1951,T,1107674.0105857032,666391.9044005771,18497.992706410987,1107196.2013584566,1082878.0755110173,59.854937718443765,1.6249868408666694
1952,T,1158930.7368777227,689758.6518172355,19092.14134794139,1158336.5882361922,1135563.9894610643,60.67085755999234,1.646320762297525
1953,T,1170533.2623134519,714458.0726333318,19714.349547802187,1169911.054113591,1145833.8414973556,59.34312219010118,1.6037803831847959
1954,T,1134036.710784607,741541.6629653539,20324.35155706375,1133426.7087753455,1106953.120452585,55.76693089533879,1.4927726596318076
1955,T,1313068.0842802278,774016.9534980827,20877.323562682523,1312515.112274609,1280592.7937474991,62.86797770479945,1.6544764141922264
1956,T,1250869.7359000838,802737.2386389335,21592.040126624808,1250155.0193361414,1222149.450759233,57.89888366290107,1.5224775828656287
1957,T,1430782.3138591778,821511.3451618246,22220.461716671674,1430153.8922691308,1412008.2073362865,64.36202408864025,1.7187933138746168
1958,T,1408164.7326300344,835613.9015912,23002.09954739102,1407383.094799315,1394062.176200659,61.18498408806972,1.668308980434679
1959,T,1214226.3169606603,851396.7921034158,23720.762534312755,1213507.6539737384,1198443.4264484444,51.15803727718977,1.4076203217628216
1960,T,1572949.967299507,877561.3484644151,24207.195204387222,1572463.5346294325,1546785.4109385079,64.95851838070216,1.7625951890943266
1961,T,1593171.1144293477,903502.705724395,25034.24660324023,1592344.0630304946,1567229.7571693677,63.60663008026751,1.734615455205329
1962,T,1788658.5845985091,930474.0736035999,25851.824498349826,1787841.0067033996,1761687.2167193042,69.15724678610289,1.8933221963901998
1963,T,2052710.753904942,967236.0799848884,26830.75369729298,2051731.8247059989,2015948.7475236533,76.46940700413508,2.0842365056886107
1964,T,1935738.494051527,1004624.1511953368,28038.44382046539,1934530.8039283545,1898350.4228410786,68.99565526230566,1.8896125686231564
1965,T,1818774.8038919817,1040714.0331963786,29092.177934985568,1817721.0697774615,1782684.92189094,62.481436551077635,1.7129440605463178
1966,T,1877271.2499430631,1078364.9178054736,29993.699543197785,1876369.7283348509,1839620.3653339683,62.55879591086953,1.7059349158703045
1967,T,1917402.3952703527,1112110.2667188102,30925.466639867333,1916470.628173683,1883657.046357016,61.97062927105777,1.6937682374919452
1968,T,2098769.934198182,1148260.4676217663,31863.341888744075,2097832.058949305,2062619.733295226,65.83841915497186,1.7962995256357175
1969,T,2204659.3054571147,1191471.1695218454,32947.69723701943,2203574.950108839,2161448.6035570353,66.88100033992491,1.814100633609503
1970,T,2346952.939347318,1240189.8935867057,34095.985047647686,2345804.6515366896,2298234.215282458,68.80002581707282,1.8531309012975608
1971,T,2292531.037506585,1293916.7434971654,35344.52625135076,2291282.4963028817,2238804.1875961255,64.8270818516153,1.730253664965446
1972,T,1831911.210456795,1344910.552719842,36493.078357286635,1830762.6583508593,1780917.4012341185,50.167394496751406,1.324190220407246
1973,T,1721549.5149791797,1385127.3645163835,37141.71850457016,1720900.8748318963,1681332.7031826382,46.33336700939525,1.2138470051594674
1974,T,2050593.3896845519,1422770.7749232145,37660.1042262557,2050075.0039628663,2012949.979277721,54.43625412309943,1.414809760473438
1975,T,1609782.395723762,1452615.503981402,38487.80838486032,1608954.6915651574,1579937.6666655745,41.80426891228394,1.0876502848380742
1976,T,1375096.2601766926,1466689.9836033224,38849.778460590365,1374734.2901009626,1361021.7805547721,35.38589779850374,0.9279546432921375
1977,T,1642462.1124494332,1479604.7354059105,38962.83073274397,1642349.0601772796,1629547.360646845,42.15168737206422,1.1013396494705052
1978,T,1924398.7199694905,1495412.578640208,39337.36249128203,1924024.1882109526,1908590.876735193,48.910858948343474,1.2762971931603595
1979,T,2209905.99432821,1513482.0400302825,39971.430083499625,2209271.9267359925,2191836.532938136,55.27127556159141,1.448207824715436
1980,T,2800628.1894494975,1545613.7173968437,40855.42441801445,2799744.195114983,2768496.5120829362,68.52808984357256,1.7911956143516237
1981,T,3318236.9234732096,1590789.4480988474,42284.62834263868,3316807.7195485854,3273061.1927712057,78.44003482002952,2.0575074826419306
1982,T,1965396.4673988647,1620754.941919806,44160.83629029017,1963520.2594512133,1935430.9735779061,44.46293196406112,1.194153985602143
1983,T,1640591.569935088,1636498.9729814925,44594.26570785353,1640158.1405175247,1624847.5388734015,36.77957500774983,0.9928802679986632
1984,T,2068994.496631524,1648082.6903408335,44692.826546980265,2068895.9357923972,2057410.779272183,46.29145425871896,1.2483662326716738
1985,T,2321696.2694100286,1660766.69101131,45223.0754055864,2321166.0205514226,2309012.2687395522,51.32702718101054,1.3903291059706275
1986,T,2377832.832720143,1680671.5576882632,45984.32831849903,2377071.5798072303,2357927.9660431896,51.69308037605843,1.4029677334972466
1987,T,2894118.796983168,1708904.7867729266,46775.52135806282,2893327.603943604,2865885.5678985044,61.85559283872896,1.6770305695675447
1988,T,3303714.8591373283,1744953.5296733128,48057.556613729736,3302432.8238816615,3267666.116236942,68.71828400318999,1.872637901622921
1989,T,4294765.612936065,1794268.1169506973,49697.55179542617,4293125.617754368,4245451.02565868,86.38505243530888,2.366118522394352
1990,T,4402859.4363246765,1845603.4780928867,52258.00480259066,4400298.983317512,4351524.075182487,84.20334836624627,2.357778432276817
1991,T,4395040.487463195,1898067.0893129292,54806.339681019286,4392492.152584766,4342576.876243153,80.14569442421619,2.2878943008358563
1992,T,5450967.823174863,1966852.9749584426,57235.62036326167,5448538.542492621,5382181.93752935,95.19488926497112,2.736443448521143
1993,T,6429744.409715695,2053154.5043056088,60611.66691789127,6426368.363161066,6343442.880368529,106.0252702151661,3.0896081454493
1994,T,6827492.35008702,2144946.9846247584,64808.329609024455,6823295.6873958865,6735699.86976787,105.2842393649003,3.1402640335869316
1995,T,8431934.975856598,NA,69209.54569296433,8427533.759772658,NA,121.7683727785166,NA
1996,T,9183957.987838525,NA,75004.642677568,9178162.890853921,NA,122.3679303467821,NA
1997,T,10152624.865172703,NA,81251.50848232646,10146377.999367945,NA,124.87618001055264,NA
1998,T,10342973.45305685,NA,88153.1335250565,10336071.828014119,NA,117.25132635331914,NA
1999,T,8456724.201206703,NA,94886.84785377956,8449990.48687798,NA,89.05333750678912,NA
2000,T,9205576.935419846,NA,99391.23332278054,9201072.549950846,NA,92.57428690988941,NA
2001,T,9603766.752862323,NA,104443.69702570917,9598714.289159395,NA,91.90324129178076,NA
2002,T,9752027.47302953,NA,109639.13419319165,9746832.035862047,NA,88.8992065432354,NA
2003,T,10307001.422,NA,114722.4897386861,10301918.066454506,NA,89.79859214980537,NA
2004,T,11338572.639000002,NA,120110.48572917038,11333184.643009517,NA,94.35633012561456,NA
2005,T,14044563.302000001,NA,126264.77644198004,14038409.011287192,NA,111.18230599915556,NA
2006,T,14374095.289,NA,134789.08571672832,14365570.979725253,NA,106.57814691254619,NA
2007,T,15987642,NA,143112.4845107323,15979318.601205995,NA,111.65565782632804,NA
2008,T,19086311,NA,152540.73433030426,19076882.750180427,NA,125.06090805143415,NA
2009,T,16046647,NA,164471.89101768663,16034715.843312617,NA,97.49213524630972,NA
2010,T,19061434,NA,172560.9966458842,19053344.894371804,NA,110.41513009728116,NA
